SOLARSYSTEMID	SOLARSYSTEMNAME	X	Y	Z	LUMINOSITY	SECURITY	RADIUS
31000385	J151548	7.75E+018	8.68E+015	-9.33E+018	0	-0.99	3335658021837.34
31000386	J160412	7.77E+018	-2.41E+016	-9.36E+018	0	-0.99	4776030680066.57
31000387	J104008	7.76E+018	1.14E+016	-9.35E+018	0	-0.99	3290347366047.08
31000388	J145715	7.75E+018	4.41E+016	-9.35E+018	0	-0.99	1541558380645.8
31000389	J235321	7.75E+018	2.25E+016	-9.35E+018	0	-0.99	7881649272051.73
31000390	J103339	7.76E+018	5.15E+016	-9.35E+018	0	-0.99	1686924084777.66
31000391	J132009	7.75E+018	8.02E+015	-9.35E+018	0	-0.99	5543656098009.31
31000392	J210548	7.74E+018	1.55E+016	-9.34E+018	0	-0.99	4156365156105.49
31000393	J235408	7.75E+018	-9.08E+015	-9.34E+018	0	-0.99	3847556691385.15
31000394	J122821	7.74E+018	2.83E+016	-9.35E+018	0	-0.99	4223044064850.4
31000395	J121925	7.74E+018	5.30E+016	-9.35E+018	0	-0.99	3210000044479.22
31000396	J151047	7.74E+018	3.36E+016	-9.35E+018	0	-0.99	2779113796480.86
31000397	J111011	7.73E+018	6.63E+016	-9.34E+018	0	-0.99	6910963521497.95
31000398	J154212	7.79E+018	5.19E+016	-9.34E+018	0	-0.99	8416548413446.89
31000399	J130256	7.79E+018	3.61E+016	-9.34E+018	0	-0.99	9080803788507.03
31000400	J113230	7.78E+018	2.24E+016	-9.35E+018	0	-0.99	2321766836782.67
31000401	J132557	7.78E+018	-1.91E+016	-9.35E+018	0	-0.99	4053608567969.17
31000402	J233534	7.78E+018	-1.70E+016	-9.35E+018	0	-0.99	8259206390343.6
31000403	J232801	7.78E+018	6.07E+016	-9.35E+018	0	-0.99	1662808292570.48
31000404	J153627	7.78E+018	4.92E+016	-9.34E+018	0	-0.99	4252857468393.56
31000405	J134800	7.78E+018	4.58E+016	-9.34E+018	0	-0.99	7106395648059.95
31000406	J111508	7.78E+018	4.33E+016	-9.35E+018	0	-0.99	1461300743502.53
31000407	J143639	7.79E+018	4.75E+016	-9.35E+018	0	-0.99	2682537631763.36
31000408	J160753	7.79E+018	3.59E+016	-9.35E+018	0	-0.99	5475887281355.4
31000409	J151231	7.79E+018	2.63E+016	-9.36E+018	0	-0.99	2720037628695.55
31000410	J142547	7.79E+018	4.08E+016	-9.35E+018	0	-0.99	6107005053315.67
31000411	J142306	7.78E+018	4.64E+016	-9.35E+018	0	-0.99	4366984477187.2
31000412	J210422	7.79E+018	-8.60E+015	-9.34E+018	0	-0.99	5629603934626.65
31000413	J112137	7.78E+018	3.17E+016	-9.35E+018	0	-0.99	5993560897007.14
31000414	J160715	7.78E+018	412492829605712	-9.36E+018	0	-0.99	1042596083448.22
31000415	J145931	7.77E+018	-4.68E+015	-9.36E+018	0	-0.99	4947639340766.83
31000416	J103217	7.76E+018	5.36E+016	-9.37E+018	0	-0.99	4920392744582.18
31000417	J143505	7.77E+018	-1.46E+016	-9.37E+018	0	-0.99	3219371119159.18
31000418	J142533	7.74E+018	1.20E+015	-9.37E+018	0	-0.99	7932969954834.29
31000419	J112146	7.75E+018	2.25E+016	-9.36E+018	0	-0.99	2605464539688.62
31000420	J103839	7.73E+018	7.04E+016	-9.36E+018	0	-0.99	2383770811818.18
31000421	J152433	7.73E+018	4.19E+016	-9.35E+018	0	-0.99	9134790352511.79
31000422	J110408	7.72E+018	5.42E+016	-9.35E+018	0	-0.99	4205007230438.66
31000423	J205546	7.72E+018	5.14E+016	-9.35E+018	0	-0.99	3163158124236.67
31000424	J152801	7.72E+018	457358460085520	-9.34E+018	0	-0.99	839582563394.91
31000425	J120308	7.72E+018	-1.50E+016	-9.34E+018	0	-0.99	3475033036976.58
31000426	J103948	7.72E+018	1.39E+016	-9.36E+018	0	-0.99	2979929628261.95
31000427	J112820	7.77E+018	1.13E+016	-9.32E+018	0	-0.99	2838940979324.21
31000428	J231837	7.78E+018	4.80E+016	-9.32E+018	0	-0.99	8475634912082.36
31000429	J110043	7.79E+018	5.04E+016	-9.33E+018	0	-0.99	4371564674877.69
31000430	J121454	7.79E+018	1.82E+016	-9.32E+018	0	-0.99	6330567010473.75
31000431	J230959	7.80E+018	5.70E+016	-9.32E+018	0	-0.99	6298289997690.74
31000432	J103408	7.80E+018	6.09E+016	-9.31E+018	0	-0.99	8187729849441.25
31000433	J162720	7.80E+018	-1.58E+016	-9.30E+018	0	-0.99	839571063340.75
31000434	J132418	7.80E+018	6.23E+016	-9.31E+018	0	-0.99	8901276543630.52
31000435	J164235	7.79E+018	9.37E+015	-9.31E+018	0	-0.99	4661957109202.81
31000436	J143429	7.75E+018	-2.22E+015	-9.32E+018	0	-0.99	3140119900292.25
31000437	J134654	7.76E+018	6.89E+016	-9.31E+018	0	-0.99	2040142771729.12
31000438	J112801	7.75E+018	6.75E+015	-9.31E+018	0	-0.99	2428215612919.01
31000439	J110656	7.75E+018	2.75E+016	-9.30E+018	0	-0.99	1783297344358.89
31000440	J134951	7.75E+018	-3.31E+016	-9.32E+018	0	-0.99	4467756997528.76
31000441	J155307	7.75E+018	-1.51E+015	-9.32E+018	0	-0.99	2893674877032.9
31000442	J131204	7.74E+018	5.06E+016	-9.31E+018	0	-0.99	7020006378719.79
31000443	J213737	7.75E+018	4.35E+016	-9.31E+018	0	-0.99	2806091529029.29
31000444	J235117	7.75E+018	2.59E+016	-9.32E+018	0	-0.99	3697404841925.67
31000445	J164938	7.75E+018	2.17E+016	-9.31E+018	0	-0.99	5768016276207.76
31000446	J120310	7.75E+018	-2.05E+016	-9.30E+018	0	-0.99	1956421607549.84
31000447	J144838	7.74E+018	6.47E+016	-9.32E+018	0	-0.99	9103909011859.64
31000448	J101307	7.73E+018	5.56E+016	-9.33E+018	0	-0.99	3889096759807.62
31000449	J172354	7.73E+018	-6.78E+015	-9.34E+018	0	-0.99	3036705474732.78
31000450	J235447	7.73E+018	4.87E+016	-9.35E+018	0	-0.99	4437972606724.53
31000451	J124023	7.72E+018	5.34E+015	-9.35E+018	0	-0.99	5834026207001.61
31000452	J171424	7.72E+018	-6.86E+015	-9.35E+018	0	-0.99	2439418779743.82
31000453	J150921	7.73E+018	1.11E+016	-9.35E+018	0	-0.99	1655825644316.53
31000454	J171518	7.72E+018	2.31E+016	-9.35E+018	0	-0.99	5515599058410.52
31000455	J140012	7.73E+018	1.55E+016	-9.35E+018	0	-0.99	2235113233259.22
31000456	J155616	7.73E+018	-1.57E+016	-9.35E+018	0	-0.99	1521871325081.38
31000457	J234557	7.73E+018	5.72E+016	-9.36E+018	0	-0.99	3593224389803.53
31000458	J162700	7.74E+018	-3.47E+016	-9.36E+018	0	-0.99	3288064145160.27
31000459	J103716	7.83E+018	-1.32E+016	-9.47E+018	0	-0.99	2838940924652.3
31000460	J100640	7.84E+018	5.90E+016	-9.47E+018	0	-0.99	4561498658264.98
31000461	J151250	7.84E+018	1.26E+016	-9.46E+018	0	-0.99	4853658190197.3
31000462	J141332	7.84E+018	8.69E+015	-9.46E+018	0	-0.99	5588315672535.74
31000463	J211915	7.84E+018	-223650704030800	-9.45E+018	0	-0.99	3797035976500.03
31000464	J144546	7.83E+018	-3.49E+016	-9.46E+018	0	-0.99	5627449696509.48
31000465	J145759	7.83E+018	3.55E+016	-9.45E+018	0	-0.99	13219115034827.3
31000466	J103422	7.84E+018	3.41E+016	-9.44E+018	0	-0.99	6346753132459.61
31000467	J130222	7.85E+018	5.66E+016	-9.44E+018	0	-0.99	3087984171933.71
31000468	J165357	7.86E+018	-7.46E+015	-9.54E+018	0	-0.99	7101189069715.57
31000469	J105321	7.86E+018	1.63E+016	-9.54E+018	0	-0.99	1572275824500.4
31000470	J105803	7.86E+018	5.58E+016	-9.54E+018	0	-0.99	7100254315188.06
31000471	J130209	7.86E+018	5.23E+015	-9.53E+018	0	-0.99	6980300440285.76
31000472	J122832	7.87E+018	1.75E+016	-9.53E+018	0	-0.99	4844222723092.03
31000473	J143359	7.86E+018	2.54E+016	-9.52E+018	0	-0.99	19254267839765.1
31000474	J100447	7.86E+018	-3.11E+016	-9.52E+018	0	-0.99	7177034853584.33
31000475	J115651	7.85E+018	5.16E+016	-9.52E+018	0	-0.99	3257916439683.37
31000476	J134323	7.86E+018	7.02E+016	-9.52E+018	0	-0.99	6467142393990.16
31000477	J160014	7.85E+018	5.45E+016	-9.52E+018	0	-0.99	3305886615041.49
31000478	J110823	7.85E+018	-2.37E+016	-9.52E+018	0	-0.99	6203297741493.99
31000479	J100246	7.86E+018	4.17E+016	-9.48E+018	0	-0.99	6174848961698
31000480	J131221	7.85E+018	3.73E+015	-9.48E+018	0	-0.99	1390726033267.38
31000481	J145155	7.84E+018	7.18E+016	-9.48E+018	0	-0.99	5976810581641.58
31000482	J114405	7.85E+018	3.14E+016	-9.47E+018	0	-0.99	3968412851595.76
31000483	J215537	7.84E+018	4.92E+016	-9.47E+018	0	-0.99	2044368096694.98
31000484	J172551	7.85E+018	3.92E+016	-9.46E+018	0	-0.99	4433424062769.39
31000485	J131107	7.84E+018	3.44E+016	-9.47E+018	0	-0.99	3397037089642.41
31000486	J113108	7.85E+018	4.34E+016	-9.47E+018	0	-0.99	5997688223578.48
31000487	J172556	7.86E+018	4.28E+016	-9.48E+018	0	-0.99	5568963969070.8
31000488	J123450	7.87E+018	5.83E+016	-9.49E+018	0	-0.99	3473992498968.45
31000489	J135809	7.87E+018	-18629226025460	-9.49E+018	0	-0.99	1282399532257.15
31000490	J212319	7.84E+018	2.47E+016	-9.48E+018	0	-0.99	7182260164271.72
31000491	J104210	7.83E+018	2.87E+016	-9.49E+018	0	-0.99	1031600000
31000492	J170038	7.83E+018	-1.47E+016	-9.50E+018	0	-0.99	3359460900894.69
31000493	J104115	7.83E+018	1.60E+016	-9.51E+018	0	-0.99	1811092083902.14
31000494	J114758	7.84E+018	6.69E+016	-9.50E+018	0	-0.99	6934561196292.07
31000495	J231517	7.84E+018	5.40E+016	-9.50E+018	0	-0.99	2869540428513.13
31000496	J114055	7.85E+018	1.47E+016	-9.50E+018	0	-0.99	3135076205573.7
31000497	J120619	7.87E+018	2.74E+016	-9.50E+018	0	-0.99	9434429740344.97
31000498	J213058	7.87E+018	4.14E+015	-9.50E+018	0	-0.99	3290673855706.36
31000499	J162430	7.90E+018	-9.37E+015	-9.51E+018	0	-0.99	5511973423393.73
31000500	J120928	7.88E+018	3.60E+016	-9.51E+018	0	-0.99	3550448538362.73
31000501	J132918	7.88E+018	6.25E+016	-9.51E+018	0	-0.99	4531331675257.95
31000502	J105203	7.88E+018	-2.27E+016	-9.51E+018	0	-0.99	3676211236050.07
31000503	J104328	7.88E+018	4.06E+016	-9.50E+018	0	-0.99	4296388700198.89
31000504	J130854	7.88E+018	-1.14E+016	-9.49E+018	0	-0.99	2999731202056.51
31000505	J164130	7.88E+018	5.27E+016	-9.49E+018	0	-0.99	3890153670006.26
31000506	J110316	7.89E+018	-1.77E+016	-9.50E+018	0	-0.99	6034704657958.95
31000507	J122331	7.89E+018	-1.69E+016	-9.51E+018	0	-0.99	3000252438320.91
31000508	J133419	7.91E+018	-6.64E+015	-9.54E+018	0	-0.99	4151937900511.4
31000509	J150137	7.90E+018	5.61E+016	-9.53E+018	0	-0.99	8216812779513.47
31000510	J140112	7.90E+018	-8.49E+015	-9.54E+018	0	-0.99	5714756067392.24
31000511	J125721	7.91E+018	7.22E+016	-9.53E+018	0	-0.99	5460215108249.74
31000512	J154515	7.91E+018	5.92E+016	-9.54E+018	0	-0.99	2238415480374.64
31000513	J135703	7.90E+018	-5.99E+015	-9.54E+018	0	-0.99	1744624010724.28
31000514	J102347	7.90E+018	3.12E+016	-9.54E+018	0	-0.99	5028292206207.35
31000515	J234942	7.90E+018	-2.89E+015	-9.54E+018	0	-0.99	1651994848716.8
31000516	J134618	7.90E+018	5.21E+016	-9.54E+018	0	-0.99	1961277690225.57
31000517	J154858	7.90E+018	-2.50E+016	-9.54E+018	0	-0.99	4779160729108.95
31000518	J132052	7.90E+018	1.19E+016	-9.55E+018	0	-0.99	6491763093038.36
31000519	J114046	7.93E+018	6.01E+016	-9.49E+018	0	-0.99	3258038531031.33
31000520	J150859	7.92E+018	-2.38E+016	-9.49E+018	0	-0.99	7452084268369.69
31000521	J151615	7.92E+018	5.65E+016	-9.49E+018	0	-0.99	2010088488087.26
31000522	J122246	7.92E+018	7.09E+016	-9.50E+018	0	-0.99	3486797933454.01
31000523	J132559	7.91E+018	2.80E+016	-9.49E+018	0	-0.99	2664706812744.01
31000524	J230207	7.91E+018	2.94E+016	-9.50E+018	0	-0.99	2053229582078.4
31000525	J140308	7.92E+018	5.64E+016	-9.50E+018	0	-0.99	2080363281541.87
31000526	J140642	7.92E+018	1.43E+016	-9.50E+018	0	-0.99	2488256431234.67
31000527	J114306	7.94E+018	-1.51E+016	-9.49E+018	0	-0.99	2480683137297.8
31000528	J154606	7.95E+018	-2.20E+016	-9.50E+018	0	-0.99	4594537126706.95
31000529	J135910	7.95E+018	4.65E+016	-9.49E+018	0	-0.99	1901747349264.13
31000530	J132024	7.88E+018	7.01E+016	-9.48E+018	0	-0.99	4084129642707.77
31000531	J160311	7.88E+018	874077678287776	-9.48E+018	0	-0.99	3605538670754.39
31000532	J142239	7.88E+018	6.98E+016	-9.49E+018	0	-0.99	4708532583310.13
31000533	J101149	7.89E+018	4.65E+016	-9.48E+018	0	-0.99	4219593180964.56
31000534	J154538	7.90E+018	6.07E+015	-9.47E+018	0	-0.99	3334996838337.58
31000535	J144426	7.89E+018	-5.34E+015	-9.47E+018	0	-0.99	3420460802568.84
31000536	J150341	7.89E+018	1.51E+016	-9.49E+018	0	-0.99	2931637055188.5
31000537	J122124	7.87E+018	-2.92E+016	-9.49E+018	0	-0.99	3302851586184
31000538	J112614	7.88E+018	1.01E+016	-9.49E+018	0	-0.99	1681499518893.94
31000539	J145316	7.92E+018	3.01E+016	-9.51E+018	0	-0.99	5505274421660.2
31000540	J215736	7.92E+018	3.34E+015	-9.51E+018	0	-0.99	3578736944746.43
31000541	J163138	7.92E+018	7.40E+015	-9.51E+018	0	-0.99	3934798766572.03
31000542	J100033	7.91E+018	2.05E+016	-9.52E+018	0	-0.99	6254259284433.37
31000543	J170552	7.91E+018	-2.90E+016	-9.52E+018	0	-0.99	5131352926796.48
31000544	J104820	7.92E+018	4.02E+015	-9.52E+018	0	-0.99	7332901908540.69
31000545	J131240	7.91E+018	-2.34E+016	-9.52E+018	0	-0.99	1873862076087.61
31000546	J120442	7.91E+018	-2.78E+016	-9.52E+018	0	-0.99	1659063714374.86
31000547	J105000	7.90E+018	5.61E+016	-9.52E+018	0	-0.99	1097601865126.87
31000548	J164507	7.90E+018	2.13E+015	-9.52E+018	0	-0.99	1965309514637.08
31000549	J144956	7.88E+018	2.43E+016	-9.52E+018	0	-0.99	5056053871174.64
31000550	J114712	7.84E+018	-3.27E+016	-9.52E+018	0	-0.99	3439537573346.77
31000551	J211908	7.85E+018	6.06E+016	-9.52E+018	0	-0.99	3394437617254.3
31000552	J150700	7.85E+018	-2.27E+016	-9.52E+018	0	-0.99	3251604914053.29
31000553	J164931	7.85E+018	5.76E+016	-9.53E+018	0	-0.99	2252132750170.5
31000554	J121412	7.85E+018	-3.19E+016	-9.54E+018	0	-0.99	5059131513550.51
31000555	J145211	7.85E+018	2.67E+016	-9.54E+018	0	-0.99	2474705014782.33
31000556	J174449	7.84E+018	6.60E+016	-9.54E+018	0	-0.99	4327254083973.28
31000557	J133015	7.84E+018	3.40E+016	-9.54E+018	0	-0.99	3231518721616.66
31000558	J134534	7.84E+018	4.54E+015	-9.55E+018	0	-0.99	2077822339175.22
31000559	J153229	7.83E+018	4.02E+016	-9.54E+018	0	-0.99	4145045079173.18
31000560	J133557	7.83E+018	4.01E+016	-9.55E+018	0	-0.99	9016314288069.85
31000561	J150807	7.84E+018	-1.71E+016	-9.64E+018	0	-0.99	10048137806809.8
31000562	J110413	7.84E+018	6.06E+016	-9.64E+018	0	-0.99	6366639927540.62
31000563	J105352	7.83E+018	5.95E+016	-9.64E+018	0	-0.99	5738964277326.91
31000564	J161246	7.83E+018	-5.97E+015	-9.63E+018	0	-0.99	3614198343590.95
31000565	J125927	7.83E+018	2.89E+016	-9.64E+018	0	-0.99	5900054560563.83
31000566	J130650	7.83E+018	3.52E+016	-9.64E+018	0	-0.99	4939507834140.33
31000567	J142826	7.82E+018	-2.96E+016	-9.64E+018	0	-0.99	3598780398881.34
31000568	J152737	7.82E+018	7.03E+016	-9.64E+018	0	-0.99	8307310333397.82
31000569	J225316	7.83E+018	5.29E+016	-9.64E+018	0	-0.99	4241999848114.11
31000570	J163146	7.84E+018	-1.80E+016	-9.65E+018	0	-0.99	2093462099834.72
31000571	J134107	7.82E+018	5.57E+015	-9.64E+018	0	-0.99	3571848789766.86
31000572	J104850	7.82E+018	605562936873812	-9.64E+018	0	-0.99	2199532306919.28
31000573	J131124	7.82E+018	1.02E+016	-9.64E+018	0	-0.99	6635025702773.47
31000574	J123435	7.83E+018	4.74E+015	-9.64E+018	0	-0.99	3463363476612.08
31000575	J150853	7.82E+018	2.03E+015	-9.65E+018	0	-0.99	3757865730961.79
31000576	J170558	7.83E+018	3.46E+015	-9.64E+018	0	-0.99	2936726263483.33
31000577	J214238	7.84E+018	5.26E+016	-9.64E+018	0	-0.99	5260709019265.89
31000578	J110538	7.83E+018	4.97E+016	-9.64E+018	0	-0.99	4162087291707.19
31000579	J143336	7.84E+018	4.95E+016	-9.65E+018	0	-0.99	3800143575500.15
31000580	J232044	7.82E+018	-1.30E+016	-9.69E+018	0	-0.99	6016066531506.88
31000581	J145225	7.82E+018	-7.61E+015	-9.69E+018	0	-0.99	3145669230129.03
31000582	J231210	7.83E+018	-8.70E+015	-9.70E+018	0	-0.99	5230480657847.29
31000583	J223853	7.84E+018	2.46E+016	-9.69E+018	0	-0.99	2709750992630.15
31000584	J234542	7.84E+018	-3.12E+016	-9.68E+018	0	-0.99	5516886640998.95
31000585	J115911	7.83E+018	-1.32E+016	-9.69E+018	0	-0.99	2046204997125.42
31000586	J135155	7.84E+018	-2.03E+016	-9.69E+018	0	-0.99	4391370998537.55
31000587	J152825	7.83E+018	4.59E+016	-9.70E+018	0	-0.99	4724506082920.96
31000588	J115334	7.82E+018	-1.59E+016	-9.70E+018	0	-0.99	2001363804067.55
31000589	J114749	7.81E+018	4.13E+016	-9.69E+018	0	-0.99	4859720433787.61
31000590	J134730	7.82E+018	5.58E+016	-9.69E+018	0	-0.99	4745795098793.64
31000591	J105544	7.81E+018	3.92E+016	-9.69E+018	0	-0.99	2596403304864.66
31000592	J233129	7.81E+018	-1.98E+016	-9.68E+018	0	-0.99	4787745114169.83
31000593	J114528	7.81E+018	-2.68E+016	-9.69E+018	0	-0.99	5298536767512.07
31000594	J103351	7.81E+018	-3.42E+016	-9.68E+018	0	-0.99	1271159970472.37
31000595	J152322	7.81E+018	6.34E+016	-9.67E+018	0	-0.99	1760443312593.67
31000596	J132617	7.81E+018	2.89E+016	-9.66E+018	0	-0.99	16419906639229.5
31000597	J104517	7.81E+018	-2.18E+016	-9.67E+018	0	-0.99	3392112251919.5
31000598	J132401	7.82E+018	3.51E+016	-9.67E+018	0	-0.99	1095407710211.17
31000599	J142918	7.83E+018	-1.52E+016	-9.66E+018	0	-0.99	260800000
31000600	J163902	7.82E+018	-8.54E+015	-9.67E+018	0	-0.99	871522441365.33
31000601	J214843	7.82E+018	2.57E+016	-9.66E+018	0	-0.99	7319369577831.39
31000602	J173322	7.85E+018	4.53E+016	-9.66E+018	0	-0.99	1366946284065.12
31000603	J120252	7.85E+018	5.56E+016	-9.66E+018	0	-0.99	6298843630766.21
31000604	J232305	7.84E+018	2.53E+016	-9.66E+018	0	-0.99	1031600000
31000605	J123907	7.86E+018	1.78E+016	-9.67E+018	0	-0.99	1256417219581.06
31000606	J144057	7.85E+018	-2.24E+016	-9.67E+018	0	-0.99	4242000239874.97
31000607	J223320	7.86E+018	-1.74E+015	-9.67E+018	0	-0.99	1737410900943.32
31000608	J153247	7.86E+018	5.68E+016	-9.66E+018	0	-0.99	4508490548844.06
31000609	J204623	7.86E+018	-1.42E+016	-9.66E+018	0	-0.99	3974291972336.63
31000610	J223348	7.85E+018	1.90E+016	-9.66E+018	0	-0.99	3621277321456.13
31000611	J115734	7.85E+018	1.33E+016	-9.67E+018	0	-0.99	4918172450899.29
31000612	J154735	7.86E+018	-1.36E+015	-9.68E+018	0	-0.99	4570181880438.5
31000613	J115314	7.86E+018	5.08E+016	-9.68E+018	0	-0.99	6680256139051.74
31000614	J164816	7.80E+018	4.12E+016	-9.66E+018	0	-0.99	10485605816885.4
31000615	J132712	7.80E+018	-2.96E+016	-9.66E+018	0	-0.99	3797055870189.73
31000616	J124530	7.81E+018	-3.04E+016	-9.66E+018	0	-0.99	4182805451604.57
31000617	J134949	7.82E+018	-3.28E+016	-9.68E+018	0	-0.99	3773022291551.76
31000618	J132458	7.82E+018	-1.59E+016	-9.67E+018	0	-0.99	6267081687332.33
31000619	J160927	7.83E+018	3.27E+016	-9.67E+018	0	-0.99	4736261954086.9
31000620	J150836	7.82E+018	6.99E+015	-9.67E+018	0	-0.99	2846274808242.63
31000621	J102222	7.81E+018	4.53E+016	-9.67E+018	0	-0.99	3825151450038.04
31000622	J103144	7.81E+018	-2.90E+016	-9.68E+018	0	-0.99	1208513242934.48
31000623	J135629	7.85E+018	-2.73E+016	-9.68E+018	0	-0.99	2702036134334.11
31000624	J115530	7.85E+018	1.30E+016	-9.69E+018	0	-0.99	6566424323249.21
31000625	J133111	7.85E+018	-3.47E+016	-9.69E+018	0	-0.99	3423254828277.2
31000626	J150904	7.85E+018	-2.30E+016	-9.69E+018	0	-0.99	6694372555426.93
31000627	J111846	7.84E+018	2.46E+016	-9.69E+018	0	-0.99	3631782133020.79
31000628	J152950	7.84E+018	-1.16E+015	-9.71E+018	0	-0.99	3014075776330.44
31000629	J120704	7.84E+018	-1.21E+016	-9.71E+018	0	-0.99	1210199865426.37
31000630	J104718	7.83E+018	5.32E+016	-9.70E+018	0	-0.99	3206496660637.45
31000631	J131808	7.83E+018	1.16E+016	-9.71E+018	0	-0.99	5475852143916.56
31000632	J231644	7.81E+018	2.37E+016	-9.64E+018	0	-0.99	5720802394151.47
31000633	J232147	7.81E+018	-1.48E+016	-9.63E+018	0	-0.99	1065922683896.26
31000634	J132048	7.80E+018	2.15E+016	-9.63E+018	0	-0.99	3121224876435.81
31000635	J172350	7.80E+018	-1.04E+016	-9.63E+018	0	-0.99	6339608318740.34
31000636	J145619	7.80E+018	4.45E+016	-9.63E+018	0	-0.99	1951641938038.14
31000637	J163446	7.80E+018	6.88E+016	-9.63E+018	0	-0.99	3172002866243.44
31000638	J140816	7.79E+018	-2.60E+016	-9.63E+018	0	-0.99	3915665137689.07
31000639	J141015	7.77E+018	9.17E+015	-9.62E+018	0	-0.99	6235919912630.26
31000640	J101346	7.77E+018	6.38E+016	-9.62E+018	0	-0.99	3008948751927.69
31000641	J212238	7.83E+018	-1.00E+016	-9.65E+018	0	-0.99	4532656259744
31000642	J235852	7.83E+018	1.03E+016	-9.66E+018	0	-0.99	1288046274691.32
31000643	J134349	7.82E+018	6.77E+015	-9.67E+018	0	-0.99	6017824126244.6
31000644	J204221	7.82E+018	1.37E+016	-9.68E+018	0	-0.99	2796108188889.27
31000645	J110910	7.82E+018	-1.49E+016	-9.68E+018	0	-0.99	3048533719570.77
31000646	J131753	7.83E+018	6.21E+016	-9.67E+018	0	-0.99	9252834870806.52
31000647	J113221	7.82E+018	6.40E+016	-9.67E+018	0	-0.99	5827738347325.26
31000648	J152941	7.83E+018	4.16E+016	-9.68E+018	0	-0.99	2392316311462.44
31000649	J144727	7.82E+018	1.69E+016	-9.69E+018	0	-0.99	6941284035672.45
31000650	J143320	7.86E+018	5.99E+016	-9.62E+018	0	-0.99	2947951399623.49
31000651	J155551	7.85E+018	3.37E+016	-9.61E+018	0	-0.99	4229120920991.53
31000652	J162516	7.85E+018	6.23E+016	-9.61E+018	0	-0.99	4604211356781.58
31000653	J135827	7.85E+018	4.12E+016	-9.62E+018	0	-0.99	3834172436577.05
31000654	J131706	7.84E+018	4.62E+016	-9.61E+018	0	-0.99	5883548433162.7
31000655	J214854	7.84E+018	5.91E+016	-9.61E+018	0	-0.99	4106793164605.89
31000656	J150109	7.84E+018	3.48E+016	-9.61E+018	0	-0.99	9229885376755.71
31000657	J103512	7.84E+018	-5.19E+015	-9.62E+018	0	-0.99	4044445237036.48
31000658	J121658	7.85E+018	1.21E+016	-9.62E+018	0	-0.99	5275171230807.23
31000659	J143706	7.82E+018	-3.33E+016	-9.64E+018	0	-0.99	2638570944049.46
31000660	J235924	7.82E+018	1.33E+016	-9.64E+018	0	-0.99	1871193843745.52
31000661	J103854	7.84E+018	-395541112942876	-9.64E+018	0	-0.99	3710366577531.71
31000662	J214725	7.84E+018	6.61E+016	-9.64E+018	0	-0.99	3163162107340.87
31000663	J101415	7.84E+018	5.08E+016	-9.65E+018	0	-0.99	3733204735070.06
31000664	J122837	7.84E+018	1.05E+016	-9.65E+018	0	-0.99	2419321860673.17
31000665	J125727	7.84E+018	-2.52E+015	-9.65E+018	0	-0.99	2712460950045.52
31000666	J142847	7.85E+018	-2.78E+016	-9.66E+018	0	-0.99	4917096612405.71
31000667	J155035	7.84E+018	6.17E+016	-9.66E+018	0	-0.99	2630142903120.75
31000668	J102504	7.84E+018	1.90E+016	-9.67E+018	0	-0.99	4079354532944.3
31000669	J160305	7.84E+018	2.05E+016	-9.67E+018	0	-0.99	4227151212404
31000670	J151503	7.83E+018	3.70E+016	-9.67E+018	0	-0.99	3269829256230.32
31000671	J142838	7.83E+018	1.76E+016	-9.66E+018	0	-0.99	2432014596186.77
31000672	J131034	7.82E+018	4.18E+016	-9.67E+018	0	-0.99	4146182894790.22
31000673	J214901	7.82E+018	3.15E+016	-9.66E+018	0	-0.99	2800241203989.27
31000674	J113323	7.83E+018	-9.96E+015	-9.66E+018	0	-0.99	5234431325646.81
31000675	J112956	7.83E+018	-6.67E+015	-9.66E+018	0	-0.99	1656853210964.78
31000676	J104802	7.84E+018	6.17E+016	-9.67E+018	0	-0.99	3993862985448.94
31000677	J100808	7.83E+018	4.56E+016	-9.68E+018	0	-0.99	2928234461695.39
31000678	J100509	7.83E+018	2.54E+016	-9.69E+018	0	-0.99	3133946196009.5
31000679	J142055	7.84E+018	7.22E+016	-9.69E+018	0	-0.99	5640435349209.79
31000680	J135141	7.83E+018	4.99E+016	-9.68E+018	0	-0.99	6704457560647.44
31000681	J151902	7.83E+018	997041309861784	-9.67E+018	0	-0.99	2804684021309.08
31000682	J235759	7.83E+018	-1.58E+016	-9.66E+018	0	-0.99	2812255636854.77
31000683	J164613	7.83E+018	4.89E+016	-9.66E+018	0	-0.99	3095008754705.21
31000684	J225805	7.83E+018	-2.46E+016	-9.65E+018	0	-0.99	8003936999936.12
31000685	J112916	7.82E+018	-3.07E+016	-9.66E+018	0	-0.99	3549549120906.14
31000686	J115347	7.83E+018	-1.49E+016	-9.67E+018	0	-0.99	4093638249961.85
31000687	J224217	7.83E+018	-3.10E+016	-9.67E+018	0	-0.99	2788255948119.09
31000688	J110555	7.84E+018	4.82E+016	-9.66E+018	0	-0.99	4283537370789.76
31000689	J143455	7.82E+018	-3.16E+016	-9.66E+018	0	-0.99	1759348974530.84
31000690	J111141	7.83E+018	2.94E+016	-9.65E+018	0	-0.99	3929229968203.32
31000691	J104606	7.83E+018	1.02E+016	-9.64E+018	0	-0.99	6482200835023.3
31000692	J222830	7.83E+018	2.75E+015	-9.63E+018	0	-0.99	598200000
